,race,sex,age_cat,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,sensitive
2200,African-American,Male,1,0,0,0,0,1,0,AM
2201,African-American,Male,1,0,1,0,1,1,1,AM
2202,African-American,Male,2,0,0,0,0,1,1,AM
2203,African-American,Male,1,0,0,0,0,1,0,AM
2204,African-American,Male,0,0,0,0,1,1,1,AM
2205,Hispanic,Male,1,0,0,0,0,1,1,HM
2206,African-American,Male,0,0,0,1,0,1,1,AM
2207,Hispanic,Female,1,0,0,0,0,1,1,HF
2208,African-American,Male,0,0,0,1,0,1,0,AM
2209,Hispanic,Male,2,0,0,0,0,1,1,HM
2210,Minority,Female,1,0,0,0,0,1,0,MF
2211,Caucasian,Female,1,0,0,0,0,1,0,CF
2212,Minority,Male,0,0,0,0,0,1,0,MM
2213,African-American,Female,2,0,0,0,0,1,0,AF
2214,African-American,Male,1,0,0,0,0,0,1,AM
2215,African-American,Male,2,0,0,0,0,1,1,AM
2216,Caucasian,Male,0,0,1,1,0,1,0,CM
2217,African-American,Male,2,1,0,0,0,0,0,AM
2218,Caucasian,Male,1,0,0,0,0,1,1,CM
2219,African-American,Male,2,0,0,0,0,0,1,AM
2220,Caucasian,Male,2,0,0,0,0,0,0,CM
2221,African-American,Female,1,0,0,1,0,0,1,AF
2222,Caucasian,Male,2,0,0,0,0,0,0,CM
2223,African-American,Male,1,0,0,0,0,1,1,AM
2224,Caucasian,Male,0,0,0,0,0,1,1,CM
2225,Minority,Male,1,0,0,0,0,1,1,MM
2226,African-American,Male,2,0,0,0,0,0,0,AM
2227,African-American,Male,2,0,0,0,0,0,0,AM
2228,African-American,Male,0,1,1,1,0,1,1,AM
2229,African-American,Male,1,1,0,0,1,1,0,AM
2230,African-American,Male,2,0,0,0,0,0,1,AM
2231,African-American,Male,1,0,0,0,0,1,1,AM
2232,African-American,Male,2,0,0,0,0,1,0,AM
2233,African-American,Female,1,0,1,0,0,1,0,AF
2234,Caucasian,Male,0,0,0,0,0,0,1,CM
2235,Caucasian,Male,2,0,0,0,0,0,0,CM
2236,Caucasian,Female,0,0,0,0,0,1,1,CF
2237,African-American,Male,0,0,0,0,0,0,0,AM
2238,African-American,Male,2,0,0,0,0,1,0,AM
2239,Caucasian,Female,1,0,0,0,0,1,0,CF
2240,Caucasian,Male,1,0,0,0,0,0,0,CM
2241,Caucasian,Male,1,0,0,0,0,1,1,CM
2242,African-American,Male,1,0,0,0,0,1,1,AM
2243,Caucasian,Male,1,0,0,0,0,1,0,CM
2244,African-American,Male,1,0,0,0,0,0,1,AM
2245,African-American,Male,1,0,0,0,0,1,1,AM
2246,African-American,Male,1,0,0,0,0,1,0,AM
2247,Caucasian,Male,1,0,0,0,0,1,1,CM
2248,Caucasian,Female,1,0,0,0,0,1,0,CF
2249,Hispanic,Male,0,1,0,0,0,1,1,HM
2250,African-American,Male,1,0,1,0,2,1,1,AM
2251,Caucasian,Female,1,0,0,0,0,0,0,CF
2252,African-American,Male,0,0,0,0,0,1,1,AM
2253,African-American,Female,1,0,0,0,0,0,0,AF
2254,African-American,Male,1,0,0,0,2,1,1,AM
2255,Caucasian,Female,0,0,0,0,0,1,0,CF
2256,Caucasian,Male,1,0,0,0,0,0,1,CM
2257,Caucasian,Male,1,0,0,0,0,1,0,CM
2258,African-American,Male,0,0,0,0,0,0,1,AM
2259,Caucasian,Male,2,0,0,0,0,1,1,CM
2260,African-American,Male,1,0,0,0,1,1,1,AM
2261,Caucasian,Male,1,0,0,0,0,1,1,CM
2262,Caucasian,Male,1,0,0,0,0,0,0,CM
2263,African-American,Male,1,0,0,0,0,0,1,AM
2264,African-American,Female,1,0,0,0,1,1,1,AF
2265,African-American,Male,1,0,0,0,1,0,1,AM
2266,Caucasian,Male,2,0,0,0,0,0,0,CM
2267,African-American,Male,1,0,0,0,0,1,0,AM
2268,African-American,Male,2,0,0,0,1,1,1,AM
2269,African-American,Male,1,0,0,0,0,1,1,AM
2270,African-American,Female,1,0,0,0,0,1,0,AF
2271,African-American,Male,0,0,1,0,0,0,0,AM
2272,African-American,Male,2,0,0,0,0,1,0,AM
2273,Caucasian,Male,1,0,0,0,0,0,0,CM
2274,African-American,Male,0,0,0,0,0,1,1,AM
2275,Caucasian,Male,1,0,0,0,0,0,1,CM
2276,Caucasian,Male,1,0,0,0,0,1,0,CM
2277,Caucasian,Male,0,0,0,1,0,1,1,CM
2278,Minority,Male,2,0,0,0,0,1,0,MM
2279,African-American,Male,1,0,0,0,0,1,1,AM
2280,African-American,Male,0,0,0,0,0,1,1,AM
2281,Caucasian,Male,1,0,0,0,0,1,1,CM
2282,Caucasian,Male,1,0,0,0,0,1,0,CM
2283,African-American,Male,1,0,0,0,0,0,1,AM
2284,African-American,Female,0,1,0,0,0,1,1,AF
2285,African-American,Male,2,0,0,0,0,0,0,AM
2286,African-American,Female,1,0,0,0,0,0,1,AF
2287,Caucasian,Male,1,0,0,0,0,0,0,CM
2288,African-American,Male,2,0,0,0,2,1,1,AM
2289,African-American,Male,1,0,0,0,0,1,1,AM
2290,Caucasian,Male,2,0,0,0,0,1,0,CM
2291,Caucasian,Male,1,0,0,0,0,1,0,CM
2292,African-American,Female,0,0,0,0,0,1,0,AF
2293,Hispanic,Male,1,0,0,0,0,0,0,HM
2294,African-American,Male,0,0,0,0,0,1,0,AM
2295,African-American,Male,1,0,0,0,0,1,0,AM
2296,African-American,Male,1,0,0,0,0,1,1,AM
2297,African-American,Female,1,0,1,1,1,1,1,AF
2298,Caucasian,Male,1,0,0,0,0,0,0,CM
2299,African-American,Male,0,0,0,0,0,1,1,AM
2300,Hispanic,Male,1,0,0,0,0,1,1,HM
2301,African-American,Male,1,0,0,0,0,0,0,AM
2302,African-American,Male,1,0,0,0,0,0,0,AM
2303,Hispanic,Male,2,0,0,0,0,1,0,HM
2304,African-American,Female,0,0,0,0,0,1,0,AF
2305,Caucasian,Male,1,1,0,0,0,0,1,CM
2306,Caucasian,Male,0,0,0,0,0,1,0,CM
2307,African-American,Male,1,0,0,0,0,1,1,AM
2308,Caucasian,Male,1,0,0,0,0,0,0,CM
2309,Minority,Male,1,0,0,0,0,1,1,MM
2310,Hispanic,Male,2,0,0,0,0,1,1,HM
2311,African-American,Male,2,0,0,0,0,1,1,AM
2312,African-American,Male,0,0,1,0,0,1,1,AM
2313,Caucasian,Male,2,0,0,0,0,1,0,CM
2314,Caucasian,Male,2,0,0,0,0,1,0,CM
2315,African-American,Female,0,0,0,0,0,1,0,AF
2316,Hispanic,Male,1,0,0,0,0,1,0,HM
2317,Caucasian,Female,1,0,0,0,0,1,0,CF
2318,Caucasian,Male,1,0,1,0,0,1,1,CM
2319,Caucasian,Male,2,0,0,0,0,0,0,CM
2320,Caucasian,Male,1,0,0,0,0,1,0,CM
2321,Caucasian,Male,1,0,0,0,0,1,1,CM
2322,African-American,Male,0,0,0,0,0,1,0,AM
2323,African-American,Male,1,0,0,0,0,1,0,AM
2324,Caucasian,Male,0,0,0,0,0,1,0,CM
2325,African-American,Male,2,0,0,0,0,0,0,AM
2326,Caucasian,Male,0,0,0,1,0,1,1,CM
2327,Caucasian,Female,1,0,0,0,0,1,1,CF
2328,African-American,Male,0,0,0,0,0,1,1,AM
2329,Hispanic,Male,0,0,0,0,0,1,0,HM
2330,African-American,Male,2,0,0,0,0,1,0,AM
2331,African-American,Male,1,0,0,0,0,1,1,AM
2332,African-American,Male,0,0,0,0,0,1,1,AM
2333,Caucasian,Male,1,0,0,0,0,0,0,CM
2334,Caucasian,Male,2,0,0,0,0,1,0,CM
2335,Hispanic,Male,1,0,0,0,0,1,0,HM
2336,Hispanic,Male,0,1,0,0,0,1,1,HM
2337,Caucasian,Male,1,0,0,0,0,1,0,CM
2338,African-American,Male,2,0,0,0,0,1,0,AM
2339,African-American,Male,2,0,0,0,1,1,1,AM
2340,African-American,Male,1,0,0,1,0,1,1,AM
2341,Caucasian,Male,0,0,0,0,0,1,0,CM
2342,Caucasian,Male,1,0,0,0,0,1,0,CM
2343,Caucasian,Male,1,0,0,0,0,0,1,CM
2344,Caucasian,Male,1,0,0,0,0,0,1,CM
2345,African-American,Male,1,0,0,0,0,1,0,AM
2346,African-American,Male,0,0,0,1,0,1,1,AM
2347,Caucasian,Male,2,0,0,0,0,1,0,CM
2348,African-American,Male,1,0,0,0,0,1,0,AM
2349,Hispanic,Male,1,0,0,0,0,1,1,HM
2350,Hispanic,Female,1,0,0,0,0,0,1,HF
2351,Caucasian,Male,1,0,0,0,0,0,0,CM
2352,Caucasian,Male,2,0,0,0,0,0,1,CM
2353,Hispanic,Male,1,0,0,0,0,1,0,HM
2354,Caucasian,Male,2,0,0,0,0,1,0,CM
2355,African-American,Male,2,0,0,0,0,0,1,AM
2356,Caucasian,Male,2,0,0,0,0,1,0,CM
2357,Caucasian,Male,0,0,0,1,0,0,1,CM
2358,African-American,Male,1,0,0,0,0,1,0,AM
2359,Hispanic,Male,1,0,0,0,0,1,0,HM
2360,African-American,Female,1,0,0,0,0,0,1,AF
2361,African-American,Male,1,0,0,0,0,0,1,AM
2362,African-American,Male,1,0,0,0,0,1,1,AM
2363,Minority,Male,2,0,0,0,0,1,0,MM
2364,African-American,Male,1,0,0,0,0,1,0,AM
2365,Caucasian,Male,2,0,0,0,0,0,1,CM
2366,Caucasian,Male,2,0,0,0,0,1,0,CM
2367,African-American,Male,1,0,0,0,0,1,1,AM
2368,African-American,Male,2,1,0,0,0,1,1,AM
2369,African-American,Male,1,0,0,0,0,0,0,AM
2370,Caucasian,Male,1,0,0,0,0,1,1,CM
2371,African-American,Male,1,0,0,0,0,1,0,AM
2372,Caucasian,Female,2,0,0,0,0,0,0,CF
2373,African-American,Male,1,0,0,0,0,0,0,AM
2374,African-American,Male,0,0,0,0,0,1,1,AM
2375,Caucasian,Male,2,0,0,0,0,1,0,CM
2376,Caucasian,Male,1,1,0,0,1,0,0,CM
2377,African-American,Male,0,0,1,1,0,1,1,AM
2378,African-American,Male,0,0,0,0,0,1,1,AM
2379,Caucasian,Male,2,0,0,0,0,1,0,CM
2380,Caucasian,Female,1,0,0,0,0,0,0,CF
2381,Caucasian,Male,1,0,0,0,0,1,0,CM
2382,African-American,Female,0,0,0,0,0,1,0,AF
2383,African-American,Female,2,0,0,0,0,1,0,AF
2384,African-American,Male,1,0,0,0,0,0,0,AM
2385,Caucasian,Male,1,0,0,0,0,0,0,CM
2386,African-American,Male,1,0,0,0,0,1,1,AM
2387,African-American,Male,0,0,0,0,0,1,1,AM
2388,Caucasian,Male,1,0,0,0,0,0,0,CM
2389,Caucasian,Male,1,0,0,0,1,1,1,CM
2390,African-American,Male,0,0,0,0,0,1,0,AM
2391,African-American,Male,2,0,0,0,0,1,1,AM
2392,African-American,Male,1,0,0,0,0,1,1,AM
2393,African-American,Male,1,0,0,0,0,1,1,AM
2394,African-American,Male,1,0,0,0,0,1,0,AM
2395,African-American,Male,2,0,0,0,0,1,0,AM
2396,African-American,Male,0,0,0,0,0,0,0,AM
2397,African-American,Female,1,0,0,0,0,0,0,AF
2398,Minority,Male,2,0,0,0,0,0,0,MM
2399,Caucasian,Male,2,0,0,0,0,1,0,CM
2400,Minority,Male,2,0,0,0,0,1,0,MM
2401,African-American,Male,2,0,0,0,1,1,1,AM
2402,African-American,Male,1,0,0,0,0,1,0,AM
2403,African-American,Male,1,0,0,0,0,1,0,AM
2404,African-American,Female,1,0,0,0,0,0,0,AF
2405,African-American,Male,1,0,0,0,0,0,0,AM
2406,African-American,Male,1,0,0,0,0,0,0,AM
2407,Caucasian,Female,1,0,0,0,1,1,1,CF
2408,Caucasian,Male,1,0,0,0,0,0,0,CM
2409,Minority,Male,1,0,0,0,0,1,0,MM
2410,African-American,Female,1,0,0,0,0,1,0,AF
2411,African-American,Male,1,0,0,0,0,1,1,AM
2412,African-American,Male,2,0,0,0,0,1,0,AM
2413,Caucasian,Male,1,0,0,0,0,1,0,CM
2414,Caucasian,Female,2,0,0,0,0,0,1,CF
2415,African-American,Female,2,0,0,0,0,1,0,AF
2416,African-American,Male,1,0,1,1,0,1,1,AM
2417,African-American,Male,1,0,0,0,0,0,1,AM
2418,African-American,Male,2,0,0,0,1,1,1,AM
2419,Minority,Male,0,0,0,0,0,0,1,MM
2420,African-American,Male,1,0,0,0,0,1,1,AM
2421,African-American,Male,0,0,0,0,0,0,0,AM
2422,African-American,Male,0,0,1,0,0,1,0,AM
2423,Caucasian,Male,2,0,0,0,0,0,0,CM
2424,Caucasian,Male,2,0,0,0,0,1,0,CM
2425,Caucasian,Male,1,0,0,0,0,1,0,CM
2426,African-American,Male,0,0,0,0,0,1,1,AM
2427,African-American,Male,2,0,0,0,2,1,0,AM
2428,Caucasian,Male,2,0,0,0,0,1,1,CM
2429,Caucasian,Male,2,0,0,0,0,0,0,CM
2430,Hispanic,Female,1,0,0,0,0,1,0,HF
2431,Caucasian,Male,2,0,0,0,0,0,0,CM
2432,African-American,Female,1,0,0,0,0,1,0,AF
2433,African-American,Female,1,0,0,0,0,1,0,AF
2434,African-American,Male,0,1,0,1,0,1,1,AM
2435,Caucasian,Male,1,0,0,0,0,1,1,CM
2436,African-American,Male,2,0,0,0,0,1,0,AM
2437,African-American,Male,1,0,0,0,0,1,1,AM
2438,Caucasian,Male,2,0,0,0,0,0,0,CM
2439,African-American,Male,2,0,0,0,0,1,0,AM
2440,African-American,Male,0,0,1,0,0,1,0,AM
2441,Caucasian,Male,2,0,0,0,2,1,1,CM
2442,Caucasian,Female,2,0,0,0,0,1,0,CF
2443,African-American,Male,0,0,0,0,0,0,1,AM
2444,Hispanic,Male,1,0,0,0,0,0,0,HM
2445,African-American,Male,0,0,0,1,0,1,1,AM
2446,Hispanic,Female,1,0,0,0,0,1,0,HF
2447,Minority,Male,2,0,0,0,0,0,0,MM
2448,African-American,Male,1,0,0,0,0,1,0,AM
2449,Hispanic,Male,0,0,0,0,0,1,1,HM
2450,African-American,Male,1,0,0,0,0,0,0,AM
2451,Caucasian,Male,1,0,0,0,0,1,0,CM
2452,Caucasian,Female,1,0,0,0,0,1,0,CF
2453,Caucasian,Male,1,0,0,0,1,1,0,CM
2454,Caucasian,Male,2,0,0,0,0,0,0,CM
2455,African-American,Female,0,0,0,0,0,1,0,AF
2456,African-American,Male,1,0,0,0,1,1,0,AM
2457,African-American,Male,1,0,0,0,0,1,1,AM
2458,African-American,Male,0,0,0,0,0,1,0,AM
2459,African-American,Male,2,0,0,0,0,0,0,AM
2460,Caucasian,Male,1,0,0,0,0,1,1,CM
2461,Caucasian,Male,1,0,0,0,0,0,0,CM
2462,African-American,Male,1,0,0,0,0,1,1,AM
2463,African-American,Male,1,1,0,0,1,0,1,AM
2464,African-American,Male,0,0,0,0,0,1,1,AM
2465,Caucasian,Male,1,0,0,0,0,1,1,CM
2466,African-American,Male,2,0,0,0,0,0,0,AM
2467,African-American,Female,1,0,0,0,1,1,0,AF
2468,African-American,Male,1,0,0,0,0,1,1,AM
2469,African-American,Male,1,0,1,1,1,1,1,AM
2470,Caucasian,Male,1,0,0,0,0,1,1,CM
2471,Caucasian,Male,0,0,0,0,0,0,1,CM
2472,Caucasian,Male,1,0,0,0,0,1,1,CM
2473,African-American,Female,1,0,0,0,0,0,0,AF
2474,Caucasian,Male,2,0,0,0,0,0,0,CM
2475,African-American,Male,1,0,1,1,0,1,1,AM
2476,Caucasian,Male,0,0,0,0,0,1,1,CM
2477,Hispanic,Male,0,0,0,0,0,0,0,HM
2478,Caucasian,Male,2,0,0,0,0,0,0,CM
2479,Caucasian,Female,1,0,0,0,0,0,0,CF
2480,Caucasian,Male,1,0,0,0,0,0,1,CM
2481,African-American,Male,1,0,0,0,0,0,0,AM
2482,Caucasian,Male,0,0,0,0,0,0,0,CM
2483,African-American,Male,1,0,0,0,1,1,0,AM
2484,African-American,Male,1,0,0,0,1,1,1,AM
2485,Caucasian,Male,1,0,0,0,0,1,0,CM
2486,Caucasian,Male,0,0,1,1,0,0,0,CM
2487,African-American,Male,1,0,0,0,0,1,1,AM
2488,Caucasian,Male,1,0,0,0,0,1,0,CM
2489,Caucasian,Male,1,0,0,0,0,1,0,CM
2490,Caucasian,Male,1,0,0,0,0,1,0,CM
2491,Caucasian,Male,2,0,0,0,0,1,0,CM
2492,Caucasian,Male,1,0,0,0,0,1,1,CM
2493,African-American,Male,2,0,0,0,0,1,1,AM
2494,African-American,Male,1,1,0,0,0,1,0,AM
2495,African-American,Male,1,0,0,0,0,0,0,AM
2496,African-American,Male,1,0,0,0,0,1,1,AM
2497,Caucasian,Male,2,0,0,0,0,0,0,CM
2498,African-American,Male,2,0,0,0,0,0,1,AM
2499,African-American,Male,1,0,0,0,0,0,0,AM
2500,Caucasian,Male,1,0,0,0,0,1,1,CM
2501,Caucasian,Female,1,0,0,0,0,0,1,CF
2502,Caucasian,Male,1,0,0,0,0,0,1,CM
2503,African-American,Male,2,0,0,0,0,1,1,AM
2504,African-American,Male,1,0,0,0,0,1,1,AM
2505,African-American,Male,1,0,0,0,0,1,0,AM
2506,Minority,Male,0,0,0,0,0,0,1,MM
2507,African-American,Female,0,0,1,1,0,0,1,AF
2508,African-American,Male,0,0,0,0,0,0,0,AM
2509,Minority,Male,1,0,1,1,0,0,0,MM
2510,African-American,Female,2,0,0,0,0,1,0,AF
2511,African-American,Male,1,0,0,0,0,0,1,AM
2512,African-American,Male,2,0,0,0,0,0,1,AM
2513,Caucasian,Male,1,0,0,0,0,1,1,CM
2514,African-American,Female,1,0,0,0,0,0,0,AF
2515,Caucasian,Male,0,0,0,0,0,1,1,CM
2516,African-American,Male,2,0,0,0,0,1,0,AM
2517,Caucasian,Female,2,0,0,0,0,0,0,CF
2518,Caucasian,Male,2,0,0,0,0,1,0,CM
2519,African-American,Male,2,0,0,0,0,0,0,AM
2520,African-American,Male,2,0,0,0,0,0,1,AM
2521,African-American,Male,1,1,1,0,0,1,0,AM
2522,Caucasian,Male,2,0,0,0,0,1,0,CM
2523,Hispanic,Male,1,0,0,0,0,1,0,HM
2524,Hispanic,Female,2,0,0,0,0,0,1,HF
2525,African-American,Male,0,1,0,0,0,1,1,AM
2526,African-American,Male,1,0,0,0,0,1,1,AM
2527,African-American,Male,1,0,0,0,0,0,0,AM
2528,African-American,Male,0,0,0,0,0,1,1,AM
2529,Caucasian,Male,2,0,0,0,0,0,0,CM
2530,African-American,Female,1,1,0,0,0,1,0,AF
2531,African-American,Female,1,0,0,0,0,1,0,AF
2532,African-American,Female,1,0,0,0,0,1,1,AF
2533,Minority,Male,1,0,0,0,0,1,1,MM
2534,Caucasian,Male,2,0,0,0,0,0,0,CM
2535,Caucasian,Male,1,0,0,0,0,0,0,CM
2536,Caucasian,Male,1,0,0,0,0,0,0,CM
2537,Caucasian,Male,2,0,0,0,0,0,0,CM
2538,African-American,Male,0,0,0,0,0,0,0,AM
2539,African-American,Male,2,0,0,0,2,0,0,AM
2540,African-American,Male,1,0,0,0,0,0,0,AM
2541,African-American,Male,1,0,0,0,0,1,1,AM
2542,Caucasian,Male,0,0,0,0,0,1,0,CM
2543,Caucasian,Male,1,0,0,0,0,0,0,CM
2544,African-American,Male,2,0,0,0,0,1,1,AM
2545,African-American,Male,1,0,1,1,0,1,1,AM
2546,Caucasian,Male,0,0,0,0,0,1,0,CM
2547,Caucasian,Female,2,0,0,0,0,1,1,CF
2548,Caucasian,Male,2,0,0,0,0,0,1,CM
2549,African-American,Female,2,0,0,0,0,1,0,AF
2550,Minority,Male,1,1,0,0,1,1,0,MM
2551,African-American,Female,0,0,0,0,0,1,1,AF
2552,Hispanic,Male,0,0,0,0,0,0,1,HM
2553,Caucasian,Male,1,0,0,0,0,1,1,CM
2554,Caucasian,Male,2,0,0,0,0,1,0,CM
2555,African-American,Male,1,0,0,0,1,1,1,AM
2556,Caucasian,Male,1,0,0,0,0,0,0,CM
2557,African-American,Female,1,0,0,0,0,1,1,AF
2558,African-American,Female,2,0,0,0,0,0,0,AF
2559,African-American,Male,1,0,0,0,1,1,1,AM
2560,Hispanic,Male,2,0,0,0,0,1,0,HM
2561,Caucasian,Male,1,0,0,0,1,1,1,CM
2562,African-American,Male,1,0,0,0,0,0,1,AM
2563,Hispanic,Male,2,0,0,0,0,1,0,HM
2564,Caucasian,Male,1,0,0,0,0,0,0,CM
2565,African-American,Male,0,0,0,1,0,1,0,AM
2566,African-American,Male,1,0,0,0,0,1,1,AM
2567,Minority,Male,2,0,0,0,0,1,1,MM
2568,Minority,Male,1,0,0,0,0,0,0,MM
2569,African-American,Female,1,0,0,0,1,1,0,AF
2570,African-American,Male,0,0,0,1,0,1,1,AM
2571,African-American,Male,0,0,0,0,0,1,1,AM
2572,Caucasian,Male,2,0,0,0,0,0,0,CM
2573,African-American,Female,1,0,0,0,0,1,1,AF
2574,African-American,Male,2,0,0,0,0,1,0,AM
2575,African-American,Female,0,0,0,0,0,1,0,AF
2576,African-American,Male,1,0,0,0,0,0,1,AM
2577,Caucasian,Male,1,0,0,0,0,1,0,CM
2578,African-American,Male,1,1,0,0,0,1,1,AM
2579,Caucasian,Male,1,0,0,0,0,0,0,CM
2580,African-American,Male,1,0,0,0,0,1,1,AM
2581,Hispanic,Male,1,0,0,0,0,0,1,HM
2582,African-American,Male,1,0,0,0,0,1,1,AM
2583,Minority,Male,1,0,0,0,0,1,0,MM
2584,African-American,Male,0,1,0,0,0,1,0,AM
2585,Caucasian,Male,1,0,0,0,0,1,1,CM
2586,Caucasian,Male,1,0,0,0,0,0,0,CM
2587,Hispanic,Male,0,0,0,0,0,0,0,HM
2588,Caucasian,Male,1,0,0,0,0,1,0,CM
2589,African-American,Male,1,0,0,0,0,1,0,AM
2590,Hispanic,Male,1,0,0,0,0,1,0,HM
2591,Caucasian,Male,2,0,0,0,0,1,0,CM
2592,Caucasian,Male,2,0,0,0,0,0,0,CM
2593,African-American,Male,2,0,0,0,1,1,1,AM
2594,African-American,Male,0,1,0,0,0,1,1,AM
2595,Caucasian,Male,1,0,0,0,0,0,0,CM
2596,Caucasian,Female,2,0,0,0,0,1,1,CF
2597,African-American,Male,1,0,0,0,0,1,0,AM
2598,Caucasian,Male,1,0,0,0,0,0,0,CM
2599,African-American,Male,2,0,0,0,0,1,1,AM
2600,Caucasian,Male,2,0,0,0,0,0,0,CM
2601,Caucasian,Female,0,0,0,0,0,1,0,CF
2602,Caucasian,Male,1,0,0,0,0,0,0,CM
2603,African-American,Male,1,0,0,0,0,0,1,AM
2604,African-American,Male,1,0,0,0,0,0,1,AM
2605,African-American,Male,1,0,0,0,0,1,0,AM
2606,Caucasian,Male,1,0,0,0,0,0,0,CM
2607,Hispanic,Male,1,0,1,0,1,1,1,HM
2608,Caucasian,Male,1,0,0,0,0,1,1,CM
2609,African-American,Female,1,0,0,0,0,0,1,AF
2610,Hispanic,Male,2,0,0,0,0,1,1,HM
2611,African-American,Male,1,0,0,0,0,0,1,AM
2612,Hispanic,Male,1,0,0,0,0,0,0,HM
2613,Hispanic,Male,1,0,1,1,0,1,1,HM
2614,Hispanic,Male,1,0,0,0,0,1,0,HM
2615,Hispanic,Male,1,0,0,0,0,0,0,HM
2616,African-American,Male,0,0,0,0,0,1,1,AM
2617,African-American,Male,1,0,0,0,0,1,1,AM
2618,African-American,Male,2,0,0,0,0,1,1,AM
2619,African-American,Male,1,0,0,0,0,1,0,AM
2620,African-American,Male,1,0,0,1,1,0,1,AM
2621,African-American,Male,1,0,0,0,0,1,1,AM
2622,African-American,Male,1,0,0,0,0,0,0,AM
2623,Caucasian,Male,1,0,0,0,0,0,0,CM
2624,African-American,Female,1,0,0,0,0,1,0,AF
2625,Caucasian,Male,1,0,0,0,0,0,0,CM
2626,Caucasian,Male,2,0,0,0,0,1,0,CM
2627,African-American,Male,0,0,0,0,0,0,1,AM
2628,African-American,Male,0,0,0,0,0,1,0,AM
2629,Caucasian,Male,1,0,0,0,0,1,0,CM
2630,African-American,Male,0,0,0,0,0,1,0,AM
2631,Caucasian,Male,1,0,1,1,0,0,1,CM
2632,African-American,Male,1,1,0,0,1,1,1,AM
2633,Caucasian,Male,1,0,0,0,0,1,0,CM
2634,African-American,Male,2,0,0,0,0,0,0,AM
2635,Minority,Male,1,0,0,0,0,1,1,MM
2636,African-American,Male,1,0,0,0,0,1,0,AM
2637,Caucasian,Female,0,0,1,1,0,1,0,CF
2638,Caucasian,Female,1,0,0,0,0,0,0,CF
2639,African-American,Female,1,0,0,0,0,1,1,AF
2640,Hispanic,Female,1,0,0,0,0,1,1,HF
2641,African-American,Female,1,0,0,0,0,0,0,AF
2642,Hispanic,Male,1,0,0,0,0,0,1,HM
2643,African-American,Male,2,0,0,0,0,0,0,AM
2644,Caucasian,Male,1,0,0,1,0,0,0,CM
2645,African-American,Male,1,0,0,0,0,1,0,AM
2646,African-American,Male,1,0,0,0,0,1,0,AM
2647,African-American,Male,1,0,1,0,0,1,0,AM
2648,Caucasian,Male,0,0,0,0,0,0,1,CM
2649,Caucasian,Male,2,0,0,0,1,1,1,CM
2650,Hispanic,Male,1,0,0,0,0,0,0,HM
2651,African-American,Male,1,0,0,0,0,1,0,AM
2652,Caucasian,Female,2,0,0,0,0,1,1,CF
2653,African-American,Female,0,0,0,0,0,0,0,AF
2654,Caucasian,Male,1,0,0,0,0,1,1,CM
2655,Caucasian,Male,0,0,0,1,0,1,1,CM
2656,African-American,Male,1,0,0,0,0,1,0,AM
2657,African-American,Male,0,0,0,0,0,1,0,AM
2658,Caucasian,Male,2,0,0,0,0,0,0,CM
2659,African-American,Male,1,0,0,0,0,1,1,AM
2660,African-American,Male,1,0,0,0,0,0,0,AM
2661,Caucasian,Female,2,0,0,0,0,0,0,CF
2662,Caucasian,Male,1,0,0,0,0,1,0,CM
2663,Caucasian,Male,1,0,0,0,0,1,1,CM
2664,Caucasian,Female,1,0,0,0,0,1,0,CF
2665,Caucasian,Male,0,0,0,1,0,1,1,CM
2666,Caucasian,Male,1,0,0,1,0,0,1,CM
2667,Caucasian,Female,2,0,0,0,0,0,0,CF
2668,Caucasian,Male,0,0,0,1,0,1,1,CM
2669,African-American,Male,1,0,0,0,0,0,0,AM
2670,African-American,Male,1,0,0,0,0,1,0,AM
2671,Caucasian,Male,1,0,0,0,0,0,0,CM
2672,African-American,Male,1,0,0,0,1,1,0,AM
2673,African-American,Male,1,0,0,0,0,1,0,AM
2674,Hispanic,Male,2,0,0,0,0,0,1,HM
2675,African-American,Male,0,0,0,0,0,1,0,AM
2676,Caucasian,Male,1,0,0,0,0,1,0,CM
2677,Caucasian,Male,0,0,0,0,0,1,1,CM
2678,Minority,Male,0,0,0,0,0,0,0,MM
2679,African-American,Male,1,0,1,0,0,1,0,AM
2680,Caucasian,Male,2,0,0,0,0,1,0,CM
2681,African-American,Male,1,0,0,0,1,0,1,AM
2682,African-American,Female,1,0,1,0,0,0,0,AF
2683,African-American,Male,1,0,0,0,0,1,0,AM
2684,African-American,Male,1,0,0,0,0,1,1,AM
2685,African-American,Male,0,0,0,0,0,0,0,AM
2686,Caucasian,Male,0,0,0,0,0,0,1,CM
2687,African-American,Male,1,0,1,0,0,0,1,AM
2688,African-American,Male,0,0,1,0,0,1,0,AM
2689,African-American,Male,2,0,0,0,0,1,1,AM
2690,Caucasian,Male,1,0,0,0,0,1,1,CM
2691,Caucasian,Male,1,0,0,0,0,1,1,CM
2692,African-American,Male,1,0,0,0,2,1,1,AM
2693,African-American,Male,2,0,0,0,0,0,0,AM
2694,African-American,Male,0,0,0,0,0,1,0,AM
2695,African-American,Male,1,0,0,0,0,1,1,AM
2696,Caucasian,Female,2,0,0,0,0,0,0,CF
2697,Caucasian,Male,1,0,0,0,0,1,1,CM
2698,Caucasian,Male,2,0,0,0,0,1,1,CM
